ord,tree,genotype,block,Depth,latitude,longitude,Row,Column,Trait,BD,MCwetBD,MCdryBD,MCwetCHEM,MCdryCHEM,pH,Sand,Clay,Silt,POMpN,POMpC,MAOMpN,MAOMpC,POMN,POMC,MAOMN,MAOMC,TotpN,TotpC,TotC,pCa,pK,pMg,pP,pC,pN,pS,Lig,Alppm,Bppm,Crppm,Cuppm,Feppm,Mnppm,Nappm,Nippm,Znppm,root_CN,agb,cop_id,height,TotC_st,MAOMC_st,POMC_st,pMAOM,pPOM,MAOM_POM,TotC_agb,MAOM_CN,POM_CN,soil_CN,C_chk,C_chk_abs,C_chk_rel,C_chk_id,TotC_st_30,TotC_30
34,BESC-351-3,BESC-351,3,15,46.120925,-123.271481,84,27,HSG,1.004210240391145,0.3260843899789852,0.4838653165621388,0.344,0.5243902439024389,5.562,5.865030674846622,43.82822085889571,50.306748466257666,0.550391469168462,10.03,0.255,2.74,0.22,4.02,2.48,26.64,0.3350000000000001,4.103799033395677,41.03799033395677,0.64538,0.49897,0.12024,0.09391,48.827,0.989,0.10464,31.86,2712.15,10.863,41.651,18.235,2432.93,109.04,212.141,7.929,56.638,49.370070778564205,6.216926044674814,Non-coppiced,1110,61.81615520764832,40.128241206030154,6.055387749558604,64.91545951254052,9.79580132283832,6.6268656716417915,6.601009894449103,10.741935483870968,18.27272727272727,12.250146368345302,25.288739164621155,-10.37799033395677,-25.288739164621155,Good,111.76902609832979,41.03799033395677
35,BESC-36-1,BESC-36,1,15,46.120917,-123.268703,13,30,LPCA,0.9005840010865137,0.3627714779934653,0.569295732167094,0.288,0.4044943820224719,5.348,0,30.900000000000006,71.25,0.4968345924127962,8.96,0.23,2.54,0.19,3.48,2.14,23.64,0.258,3.15,31.5,0.68878,0.63289,0.08996,0.12333,54.451,0.912,0.13921,34.52,1442.07,12.004,13.223,21.823,1215.24,205.314,195.649,4.703,69.333,59.70504385964912,1.7535654320681315,Coppiced,870,42.55259405133777,31.934708678527777,4.701048485671602,75.04761904761905,11.047619047619047,6.793103448275862,17.963401549749598,11.046728971962617,18.31578947368421,12.209302325581394,13.9047619047619,-4.379999999999999,-13.9047619047619,Good,81.08415727285075,31.06580549484858
36,BESC-36-2,BESC-36,2,15,46.121453,-123.269806,42,9,LPCA,0.7119041151704469,0.4075779837251356,0.6879858825773835,0.398,0.6611295681063124,5.35,11.599999999999994,42.15000000000001,46.24999999999999,0.3335875310224452,6.4,0.414,5.95,0.37,7.11,3.7,53.12,0.484,7.21,72.1,0.68751,0.32677,0.08925,0.10746,55.138,1.033,0.11933,31.7,2447.6,9.614,20.717,38.17,1445.56,239.619,133.533,7.238,66.373,53.37657308809293,3.2364822790102314,Non-coppiced,1000,76.99243005568383,56.72451989678122,7.592457388292817,73.67545076282941,9.86130374479889,7.471167369901546,22.277273219629475,14.356756756756756,19.216216216216218,14.896694214876034,16.463245492371705,-11.869999999999997,-16.463245492371705,Good,146.49943637104442,69.63800900595554
37,BESC-36-3,BESC-36,3,15,46.121169,-123.272242,103,19,LPCA,0.876341165285889,0.30872860701181126,0.4466098411468422,0.31800000000000006,0.46627565982404706,5.358,0,45.150000000000006,56.499999999999986,0.7040000000000001,14.27,0.321,3.88,0.27,5.57,2.87,34.66,0.354,4.52,45.199999999999996,0.76524,0.44326,0.13403,0.09455,52.311,1.023,0.11979,30.92,3779.43,12.157,49.959,26.287,3151.21,167.24,180.635,7.789,72.731,51.13489736070382,1.815276204140302,Coppiced,410,59.415931006383275,45.56097718321337,7.321830435963603,76.68141592920354,12.323008849557523,6.222621184919209,24.899792051979382,12.076655052264806,20.62962962962963,12.768361581920903,10.995575221238935,-4.969999999999999,-10.995575221238935,Good,83.93248166508218,37.59178585277949
38,BESC-388-1,BESC-388,1,15,46.120803,-123.269183,25,34,LPCA,0.8226606002987913,0.3580871638627633,0.5578439060629824,0.29000000000000004,0.4084507042253522,5.234,0,30.900000000000006,70.75,0.4750000000000001,10.47,0.218,2.31,0.24,5.4,2.28,24.11,0.229,2.35,23.5,0.59143,0.36167,0.12414,0.12531,51.754,0.989,0.1164,25.61,3436.82,13.709,74.007,22.013,4917.81,282.552,186.344,6.76,67.156,52.32962588473205,2.797299523364383,Non-coppiced,760,28.998786160532394,29.751520609805784,6.663550862420209,102.59574468085107,22.978723404255323,4.464814814814814,8.400959498157691,10.574561403508772,22.500000000000004,10.262008733624453,25.57446808510637,6.009999999999998,25.57446808510637,Good,54.65048214043189,23.01977946539666
39,BESC-388-2,BESC-388,2,15,46.121594,-123.270133,50,4,LPCA,0.7586921091946217,0.4184775536759922,0.7196240769747148,0.41600000000000004,0.7123287671232877,5.176,0,42.15000000000001,57.99999999999999,0.3130747538658739,5.69,0.438,6.61,0.4,7.26,3.92,59.11,0.543,8.62,86.19999999999999,0.60275,0.35689,0.13057,0.11988,51.579,1.079,0.12113,42.21,4646.16,10.669,29.308,34.548,2631.72,98.284,423.007,9.157,55.968,47.802594995366086,5.567311085529374,Non-coppiced,1020,98.09888971886458,67.26943586174113,8.26215706912943,68.57308584686776,8.422273781902554,8.141873278236915,15.483237540659822,15.079081632653061,18.15,15.87476979742173,23.004640371229684,-19.829999999999984,-23.004640371229684,Good,152.4979492054869,79.9019693654267
40,BESC-388-3,BESC-388,3,15,46.121583,-123.271586,88,3,LPCA,0.9994227896237948,0.3119287500876598,0.4533378630881603,0.33399999999999996,0.5015015015015015,4.977,0,28.40000000000001,73.75,0.5596227670657539,10.43,0.228,2.46,0.18,3.43,2.24,24.18,0.285,3.4,34,0.72015,0.11766,0.08612,0.07906,51.495,0.983,0.10846,41.49,2667.24,10.475,17.157,25.571,1715.43,89.345,147.287,8.194,62.991,52.38555442522889,1.666295038495113,Non-coppiced,660,50.97056227081354,36.24906457965504,5.142030252614425,71.11764705882354,10.088235294117649,7.049562682215743,20.404549743307488,10.794642857142856,19.055555555555557,11.92982456140351,18.794117647058826,-6.390000000000001,-18.794117647058826,Good,84.747606274616345,30.81578947368421
41,BESC-833-1,BESC-833,1,15,46.121203,-123.26865599999999,12,19,HF,0.6940785006111639,0.4925528745904081,0.9706486645142354,0.324,0.47928994082840243,5.654,4.1000000000000085,40.900000000000006,54.999999999999986,0.5810000000000001,11.75,0.24300000000000005,2.63,0.24,4.81,2.37,25.6,0.30500000000000005,3.781576332181844,37.81576332181844,0.65167,0.36634,0.09019,0.07921,51.097,0.723,0.0916,30.3,2768.07,10.682,51.817,31.822,2744.8,317.967,237.47,6.838,61.074,70.67358229598894,5.483289489268364,Coppiced,930,39.37066245881159,26.652614423468698,5.007776381909547,67.6966369345496,12.719563424030609,5.3222453222453225,6.896546935161762,10.80168776371308,20.041666666666664,12.398610925186372,19.583799641419795,-7.405763321818437,-19.583799641419795,Good,58.437999142228676,23.919337790798675
42,BESC-833-2,BESC-833,2,15,46.121244,-123.269833,42,16,HF,0.8356308569876411,0.4558098396904367,0.8375929462435495,0.35,0.5384615384615384,5.386,0.6458022851465444,37.704918032786885,61.64927968206657,0.44039430550631353,8.7,0.32700000000000007,4.31,0.29,5.69,3.02,39.78,0.4120000000000001,5.937590368471132,59.37590368471132,0.66673,0.3747,0.08438,0.092,55.389,0.641,0.08633,33.38,1052.21,7.996,15.842,21.093,799.276,137.561,224.122,3.344,44.741,86.41029641185648,10.113875436415775,Non-coppiced,1170,74.42450592070644,49.862093236452544,7.132109364389517,66.99687504755055,9.583012041743654,6.991212653778558,5.870737093609427,13.172185430463577,19.620689655172416,14.411627107939637,23.420112910705804,-13.905903684711319,-23.420112910705804,Good,163.49382549153353,53.618619769240524
43,BESC-833-3,BESC-833,3,15,46.121531,-123.27116399999998,77,6,HF,0.7840893657476573,0.3647217408049297,0.5741133676871778,0.36999999999999994,0.5873015873015871,5.562,0.6211180124223574,50.13664596273292,49.24223602484472,0.9470000000000002,20.62,0.3380000000000001,4.56,0.39,8.48,3.25,43.88,0.3840000000000001,5.454633040556734,54.546330405567346,0.66812,0.40912,0.10204,0.08115,52.375,0.821,0.09805,26.59,2326.33,9.391,49.865,32.44,1859.15,173.151,295.953,6.418,60.118,63.794153471376376,9.936558237479758,Non-coppiced,1060,64.15379641734518,51.6087620535108,9.973616732310202,80.44537492025555,15.546417031079468,5.1745283018867925,5.489459136849191,13.501538461538463,21.743589743589745,14.204773543116492,4.008208048664986,-2.1863304055673467,-4.008208048664986,Good,111.24212827935796,50.51813553649196
44,BESC-841-1,BESC-841,1,15,46.12105,-123.269514,34,24,HSG,0.9239779980986014,0.3201339096110124,0.47087788924411095,0.308,0.44508670520231214,6.327,0,44.39473030077058,62.14267959234402,0.5270000000000001,8.88,0.243,2.42,0.24,3.98,2.35,23.4,0.31000000000000005,3.530876772610698,35.30876772610698,0.92094,0.32787,0.10165,0.07982,51.249,0.898,0.10028,34.09,2847.05,11.004,41.924,21.337,2641.96,157.841,167.609,9.611,66.099,57.07015590200446,6.017638737369683,Non-coppiced,1000,48.93678677834525,32.43162773326091,5.516148648648651,66.27249124499536,11.27198782714024,5.879396984924623,5.867545272672929,9.957446808510637,16.583333333333332,11.389925072937734,22.455520927864388,-7.9287677261069796,-22.455520927864388,Good,74.7590738895771,32.20212570762234
45,BESC-841-2,BESC-841,2,15,46.121031,-123.269894,43,26,HSG,0.9077142469102267,0.3371023333085374,0.5085284656242989,0.32200000000000006,0.4749262536873158,5.539,0,46.70629024269441,55.720653789004444,0.7151953527695202,14.05,0.296,3.59,0.27,5.25,2.76,33.45,0.37400000000000005,4.977167449587631,49.77167449587631,0.91444,0.57309,0.07973,0.08732,53.924,0.747,0.10899,40.66,2031.59,10.391,16.092,28.128,1678.02,386.191,138.324,7.787,62.542,72.18741633199464,4.842464762926866,Non-coppiced,1110,67.76768704872795,45.54456233872063,7.148249694418036,67.20690099098717,10.54816831697108,6.371428571428572,10.278169678573661,12.119565217391306,19.444444444444443,13.307934357186177,22.244930692041756,-11.071674495876309,-22.244930692041756,Good,99.01770063014857,46.98582691219386
46,BESC-841-3,BESC-841,3,15,46.120883,-123.271428,83,30,HSG,0.9094119244873016,0.3549599017412036,0.5502912186379927,0.34800000000000003,0.5337423312883437,5.793,0,44.6165375968024,58.705970522108416,0.42705168134835136,7.98,0.301,3.71,0.23,4.36,2.9,35.79,0.3840000000000001,5.233921791942448,52.339217919424485,0.74727,0.38181,0.10491,0.09091,49.98,0.953,0.11358,33.03,3030.15,12.351,83.886,30.816,2905.1,275.571,277.73,10.614,70.187,52.444910807974814,6.150075298498578,Non-coppiced,1090,71.39686334139611,48.82177916610079,5.947553986146953,68.38084599410374,8.330273499142002,8.208715596330274,8.510337740450446,12.341379310344827,18.956521739130434,13.630004666516788,23.28888050675427,-12.189217919424486,-23.28888050675427,Good,120.51971408158354,43.92160685921387
47,BESC-876-1,BESC-876,1,15,46.121289,-123.268636,12,16,HF,0.9748064647562137,0.36279296874999994,0.5693486590038312,0.33000000000000007,0.49253731343283597,5.357,4.900000000000006,35.90000000000001,59.19999999999998,0.6190000000000001,12.32,0.28,3.24,0.39,7.72,2.6,30.13,0.322,3.94,39.4,0.8831,0.36655,0.14429,0.11197,46.332,0.895,0.11595,25.67,5301.36,16.346,93.373,25.612,7784,457.078,199.358,9.891,56.237,51.76759776536313,8.004304786367113,Coppiced,1010,57.61106206709223,44.05637817465708,11.288258861876955,76.47208121827411,19.593908629441625,3.9028497409326426,4.92235129115846,11.588461538461537,19.794871794871792,12.236024844720497,3.934010152284257,-1.5499999999999972,-3.934010152284257,Good,81.10929648241208,30.756754668881207
48,BESC-876-2,BESC-876,2,15,46.120897,-123.270272,53,30,HF,0.8962719000407444,0.3731417715507005,0.595257036784483,0.2960000000000001,0.42045454545454564,5.301,2.8499999999999943,42.95,54.2,0.7680000000000002,15.88,0.355,4.45,0.29,5.811894199953143,3.09,37.44601539904633,0.199,5.923333333333334,59.233333333333334,0.82189,0.47475,0.15064,0.10326,50.214,0.739,0.10778,31.78,4881.96,13.77,66.267,22.158,3890.71,490.522,260.954,9.882,78.03,67.94857916102842,12.68947140102948,Non-coppiced,1300,79.63375831862015,50.342717055987336,7.813556186141677,63.21780877723072,9.81186415298786,6.442996742670958,4.6679118035230225,12.118451585451888,20.041014482597046,29.765494137353436,26.970327069781412,-15.975423734333859,-26.970327069781412,Good,126.05527468423199,52.00347312686473
49,BESC-897-1,BESC-897,1,15,46.121281,-123.26931100000002,29,17,LSG,0.936269183756621,0.3086199979941831,0.44638259292837706,0.358,0.5576323987538941,5.405,1.2730204373518035,42.02501260867928,56.70196695396891,0.7350000000000001,14.91,0.31400000000000006,4.17,0.38,7.74,2.99,39.76,0.4180000000000001,6.230058681153711,62.30058681153711,0.75669,0.42629,0.07958,0.08823,52.759,0.814,0.09898,37.55,1626.68,10.269,28.382,30.236,1397.03,139.657,162.385,5.724,55.853,64.81449631449632,10.474020933193477,Non-coppiced,980,87.49517934239454,55.839094119244876,10.870085223414371,63.81962359403822,12.423638999443053,5.136950904392765,5.9481060052208585,13.297658862876252,20.36842105263158,14.904446605630884,23.756737406518727,-14.800586811537109,-23.756737406518727,Good,115.39854074399715,45.94476197031665
50,BESC-897-2,BESC-897,2,15,46.121292,-123.269731,40,15,LSG,0.8422517995382317,0.3309959815529006,0.494759332419576,0.32999999999999996,0.4925373134328358,5.51,0,46.723361680840426,53.32666333166584,0.30900000000000005,5.68,0.31000000000000005,3.88,0.26,4.69,2.86,35.79,0.37300000000000005,5.14733513410211,51.4733513410211,0.77496,0.34399,0.08264,0.06727,53.812,0.71,0.08911,38.52,1407.88,8.863,14.011,24.794,1092.61,192.837,160.73,3.539,46.112,75.79154929577464,8.993872811055247,Non-coppiced,1270,65.030284192858,45.216287858209974,5.925241409751461,69.53112448980482,9.111510864967439,7.631130063965884,5.723157578762975,12.513986013986015,18.03846153846154,13.799826096788497,21.357364645227747,-10.993351341021103,-21.357364645227747,Good,94.94594357082894,40.71797906179821
51,BESC-897-3,BESC-897,3,15,46.121269,-123.271286,80,15,LSG,0.7096631807687084,0.413338198557274,0.7045595904502177,0.34199999999999997,0.5197568389057751,5.57,1.8453865336658453,45.785536159601,52.36907730673315,0.6315000000000002,14.245000000000001,0.25500000000000006,2.75,0.28,6.38,2.42,26.1,0.31500000000000006,3.904673928613922,39.04673928613922,0.97905,0.25177,0.10008,0.06462,51.596,0.688,0.09051,30.65,2314.26,10.673,39.005,25.092,2259.23,489.983,209.297,7.795,62.395,74.99418604651163,4.175968585964567,Non-coppiced,660,41.565049800672064,27.783313527094936,6.79147663995654,66.84296941861406,16.339392524550103,4.090909090909091,9.350343155687362,10.78512396694215,22.785714285714285,12.395790249568003,16.817638056835833,-6.566739286139217,-16.817638056835833,Good,61.325889472001684,34.39341324820325
52,GW-11026-1,GW-11026,1,15,46.120983,-123.269047,22,26,LF,0.9581352709493414,0.3022352999357104,0.4331478790885574,0.33999999999999986,0.5151515151515148,5.357,0.3500000000000085,38.400000000000006,61.249999999999986,0.3930000000000001,7.62,0.226,2.44,0.24,4.59,2.18,23.53,0.292,3.65,36.5,0.83284,0.5453,0.14972,0.09841,49.329,0.71,0.10527,26.36,4182.4,14.783,115.29,18.331,4689.58,192.586,233.207,10.252,80.416,69.4774647887324,3.4227057921725605,Non-coppiced,1000,52.45790608447644,33.81738438815701,6.596761340486215,64.46575342465754,12.575342465753426,5.126361655773421,10.664077550420028,10.793577981651376,19.125,12.5,22.95890410958904,-8.379999999999999,-22.95890410958904,Good,87.20975655303545,29.581150882769585
53,GW-11026-2,GW-11026,2,15,46.121486,-123.270003,47,9,LF,0.7633097922042646,0.4064265723187411,0.6847115341844224,0.40800000000000003,0.6891891891891893,5.273,8.299999999999997,43.400000000000006,48.3,0.26088831919709815,4.76,0.365,5.03,0.21,3.82,3.34,46.02,0.434,6.4,64,0.8261,0.343,0.11502,0.08169,49.66,0.853,0.11849,28.32,3447.24,11.75,32.145,23.266,4111.02,265.497,121.401,8.354,59.249,58.21805392731535,3.01221509712473,Non-coppiced,940,73.27774005160941,52.6912749558604,4.373765109330437,71.90625,5.96875,12.047120418848168,21.24682266584825,13.778443113772457,18.19047619047619,14.746543778801843,22.124999999999993,-14.159999999999997,-22.124999999999993,Good,133.5347854135543,61.64270936192222
54,GW-11026-3,GW-11026,3,15,46.1212,-123.271222,78,17,LF,0.7673842183892435,0.39311511506135716,0.6477589487190833,0.3860000000000001,0.6286644951140068,5.566,12.349999999999994,43.400000000000006,44.25,0.7660000000000002,16.56,0.303,3.81,0.31,6.77,3.05,38.19,0.361,4.83,48.3,0.89351,0.45625,0.16089,0.10044,50.953,0.904,0.13154,38.94,4388.33,16.381,98.554,17.961,4564.96,221.582,214.389,9.824,83.04,56.36393805309735,2.028800498342162,Non-coppiced,580,55.5969866223007,43.95960495042781,7.792786737742768,79.06832298136646,14.016563146997928,5.641063515509601,23.80717080830196,12.521311475409837,21.838709677419352,13.379501385041552,6.915113871635619,-3.3400000000000034,-6.915113871635619,Good,86.77068620127666,37.493694982394366
55,GW-9768-1,GW-9768,1,15,46.121425,-123.269425,32,10,LF,0.34649599348091814,0.3896323596048696,0.6383568423657509,0.34400000000000003,0.5243902439024392,5.908,10.350000000000009,41.699999999999996,47.949999999999996,0.1537526386123762,2.12,0.352,4.6,0.23,3.23,2.97,38.83,0.386,5.31,53.099999999999994,1.28066,1.15373,0.11712,0.098,51.427,0.714,0.15877,22.81,1789.09,14.502,14.053,11.248,1371.57,219.069,335.396,5.807,107.912,72.0266106442577,5.886883596328561,Non-coppiced,1370,27.598405880755127,20.181659140296073,1.6787730884150485,73.1261770244821,6.0828625235404905,12.021671826625386,9.02005265283597,13.074074074074073,14.043478260869565,13.756476683937823,20.7909604519774,-11.04,-20.7909604519774,Good,61.48405371451854,39.433556542758204
56,GW-9768-2,GW-9768,2,15,46.121617,-123.269886,44,3,LF,0.8332880619312781,0.35733738347124744,0.5560264037160785,0.3040000000000001,0.4367816091954025,5.261,8.350000000000009,42.15000000000001,49.49999999999998,0.36900000000000005,7.04,0.202,2,0.14,2.66,1.9,18.77,0.224,2.42,24.2,0.90326,0.35936,0.11377,0.10705,54.236,0.864,0.13338,34.57,1928.53,11.215,18.464,17.797,1700.74,321.619,214.914,6.867,75.427,62.773148148148145,4.727368187944329,Non-coppiced,1160,30.248356648105393,23.461225383675135,3.3248193671058006,77.56198347107438,10.991735537190085,7.056390977443608,5.119127395601323,9.878947368421052,19,10.803571428571429,11.446280991735536,-2.7699999999999996,-11.446280991735536,Good,93.69008046991715,41.541302531445474
57,GW-9768-3,GW-9768,3,15,46.121264,-123.271436,84,15,LF,0.5375186744533478,0.4210430076067877,0.7272440149074603,0.34199999999999997,0.5197568389057751,5.743,9.490796079368863,40.30600047812576,50.20320344250538,0.8463302151798618,22.43,0.223,2.36,0.32,8.51,2.14,22.62,0.298,4.05,40.5,1.06462,0.51352,0.15552,0.09637,50.73,0.541,0.08125,30.88,4119.83,15.206,82.151,11.969,4093.63,198.69,273.113,6.357,68.715,93.77079482439925,8.184139886840102,Non-coppiced,840,32.654259473040874,18.238008624202088,6.861425879396984,55.851851851851855,21.012345679012345,2.6580493537015277,4.948595766932456,10.570093457943925,26.59375,13.590604026845638,23.135802469135797,-9.369999999999997,-23.135802469135797,Good,67.67737505093032,28.389401157946462
58,GW-9776-1,GW-9776,1,15,46.121,-123.269258,27,27,HF,1.0851894608176016,0.3068531771849924,0.4426957854885642,0.26400000000000007,0.35869565217391314,5.066,2.8499999999999943,37.150000000000006,60,0.26100000000000007,4.65,0.182,1.82,0.13,2.24,1.76,17.59,0.222,2.29,22.9,0.99256,0.47346,0.14958,0.09891,48.771,0.81,0.1138,31.41,3859.18,27.434,59.249,27.297,6618,703.303,255.57,10.76,75.29,60.21111111111111,7.643710747994928,Non-coppiced,1160,37.27625797908461,28.632723923672422,3.6462365883471413,76.81222707423582,9.78165938864629,7.85267857142857,2.9959270771734854,9.994318181818182,17.230769230769234,10.315315315315315,13.406113537117905,-3.0700000000000003,-13.406113537117905,Good,65.25090146679344,22.41509701348916
59,GW-9776-2,GW-9776,2,15,46.121453,-123.270133,50,9,HF,0.6702091538774957,0.41156655239230877,0.6994275292568011,0.384,0.6233766233766234,4.885,15.649999999999991,37.150000000000006,47.2,0.5300000000000001,10.96,0.446,6.54,0.51,10.53,3.93,57.57,0.559,8.71,87.10000000000001,1.21446,0.47371,0.14589,0.09193,51.004,0.725,0.11263,28.92,5001.93,13.426,73.974,15.324,3389.78,215.853,264.398,9.633,82.187,70.35034482758621,9.761070794324157,Non-coppiced,1270,87.56282595409482,57.87591148309114,10.585953585495044,66.09644087256027,12.089552238805968,5.467236467236468,8.923201340845381,14.648854961832061,20.64705882352941,15.581395348837209,21.81400688863377,-19.000000000000014,-21.81400688863377,Good,189.63411313323377,83.64941139468009
60,GW-9776-3,GW-9776,3,15,46.120906,-123.271625,88,28,HF,0.8272103762053511,0.34072089624939117,0.5168082748429997,0.324,0.47928994082840243,5.264,0,49.650000000000006,52.5,0.5124905228134289,9.8,0.262,3.15,0.23,4.47,2.43,29.2,0.308,3.86,38.6,1.06799,0.35706,0.19554,0.10036,45.498,0.685,0.09965,28.68,7791.87,16.934,193.432,22.19,7448,808.822,495.271,16.179,76.802,66.42043795620437,8.184139886840102,Non-coppiced,1180,47.89548078228983,36.23181447779437,5.546445572456879,75.64766839378237,11.580310880829014,6.532438478747204,4.716439422310934,12.016460905349794,19.43478260869565,12.532467532467532,12.7720207253886,-4.93,-12.7720207253886,Good,81.27733600434607,36.28011457930752
61,GW-9854-1,GW-9854,1,15,46.120794,-123.269569,35,34,LSG,0.981257639549097,0.34315196145279336,0.5224221453287198,0.3200000000000001,0.47058823529411786,5.621,0,40.38941587618572,60.35946080878682,0.36400000000000005,5.890000000000001,0.204,2.05,0.17,2.81,1.92,19.27,0.25300000000000006,2.6560531413292283,26.56053141329228,0.8574,0.42019,0.10733,0.06145,50.216,0.599,0.09435,15.56,2758.4,11.212,122.632,13.173,3467.36,189.082,304.326,7.8,53.706,83.8330550918197,2.2074917157199727,Non-coppiced,850,39.09408653966524,28.36325207116665,4.136000950699444,72.55125923555988,10.579607599996018,6.857651245551601,12.031995963631317,10.036458333333334,16.52941176470588,10.498233760194577,16.869133164444104,-4.480531413292283,-16.869133164444104,Good,71.01662490717848,24.621036088641926
62,GW-9854-2,GW-9854,2,15,46.120978,-123.270358,55,27,LSG,0.7300692652451446,0.37961279898439076,0.6118965677611385,0.392,0.6447368421052632,5.467,4.123969007748059,46.6883279180205,49.18770307423144,0.8820000000000002,19.21,0.34,4.44,0.38,8.3,3.27,42.66,0.4410000000000001,6.371459347375241,63.714593473752416,0.84647,0.22328,0.08409,0.09374,53.561,0.804,0.12446,35.76,1990.38,11.43,44.984,31.393,2583.53,1257.74,350.828,9.898,72.697,66.6181592039801,1.7933021757641454,Non-coppiced,1190,69.77409966416326,46.717132283036804,9.08936235230205,66.95483353836987,13.026842905965072,5.139759036144578,35.52920100964186,13.045871559633026,21.842105263157897,14.447753622166076,20.018323555665074,-12.754593473752422,-20.018323555665074,Good,126.69233102366346,57.46671492301671
63,GW-9854-3,GW-9854,3,15,46.121075,-123.271742,91,23,LSG,0.9426524514464213,0.36386132942281696,0.5719842956452833,0.308,0.44508670520231214,5.619,0,40.38,60.75,0.6070000000000001,12.91,0.239,2.54,0.28,5.89,2.27,24.22,0.30500000000000005,3.579402075782615,35.794020757826146,0.90702,0.44016,0.10154,0.07144,53.648,1.079,0.14195,42.78,1790.07,12.522,29.666,31.684,1605.02,245.192,200.853,8.105,72.473,49.720111214087126,2.2074917157199727,Non-coppiced,790,50.61198212173336,34.24656356104848,8.328334408529132,67.66493254241198,16.455262290454435,4.112054329371817,16.2147927908087,10.669603524229075,21.03571428571428,11.73574451076267,15.879805167133593,-5.684020757826147,-15.879805167133593,Good,90.09775558363748,33.00077226988634
64,SLMC-28-2-1,SLMC-28-2,1,15,46.121519,-123.269211,27,8,HPCA,0.7021933994295804,0.41438482231346446,0.7076060151830181,0.382,0.6181229773462784,5.675,4.1000000000000085,38.400000000000006,57.499999999999986,0.8290000000000002,15.36,0.384,5.15,0.47,8.64,3.59,48.09,0.499,7.33,73.3,0.65924,0.50312,0.08107,0.10175,52.25,0.744,0.09707,29.33,1431.92,8.776,27.791,13.235,1669.7,151.261,166.454,4.583,57.701,70.22849462365592,2.9684875344353725,Non-coppiced,1280,77.20616426728236,50.65272086785278,9.100426456607362,65.60709413369715,11.787175989085949,5.565972222222222,24.692709384727863,13.395543175487466,18.382978723404257,14.68937875751503,22.60572987721691,-16.569999999999993,-22.60572987721691,Good,105.77824595952738,52.48725296942128
65,SLMC-28-2-2,SLMC-28-2,2,15,46.121014,-123.270239,52,25,HPCA,0.7453144098872743,0.36183388086170315,0.5669901143455881,0.3420000000000001,0.5197568389057753,5.587,0.7999999999999972,44.650000000000006,54.55,0.6690000000000002,13.49,0.304,3.71,0.26,5.18,2.89,35.26,0.389,5.29,52.9,0.80382,0.49548,0.12681,0.12728,51.977,0.825,0.12547,35.02,3647.47,14.251,60.021,22.328,3046.01,538.595,190.542,10.701,102.963,63.00242424242424,2.7554284334510974,Non-coppiced,1120,59.14069842455521,39.41967913893793,5.79109296482412,66.65406427221173,9.792060491493384,6.806949806949807,19.198466328426544,12.20069204152249,19.92307692307692,13.598971722365038,23.5538752362949,-12.46,-23.5538752362949,Good,103.23772409344018,44.57086347545021
66,SLMC-28-2-3,SLMC-28-2,3,15,46.121089000000005,-123.2722,102,21,HPCA,0.9443501290234959,0.31545655919271476,0.4608276705137886,0.31199999999999994,0.4534883720930231,5.073,0,43.400000000000006,57.499999999999986,0.5890000000000001,14.27,0.288,3.62,0.4,9.59,2.66,33.44,0.359,5.09,50.9,0.66307,0.66111,0.11614,0.11272,51.825,0.941,0.11607,23.59,3504.51,12.285,51.334,16.302,2799.99,247.018,203.886,7.477,74.65,55.074388947927744,1.7466455031706827,Coppiced,690,72.10113235094391,47.368602471818555,13.584476606002989,65.69744597249509,18.840864440078587,3.48696558915537,29.141574468088294,12.57142857142857,23.974999999999998,14.178272980501394,15.461689587426322,-7.8699999999999974,-15.461689587426322,Good,105.57468762732583,37.78570543200875
